symbol,1h_EMA21_SLOPE_BPS,1h_SMA40_SLOPE_BPS,1h_SMA50_SLOPE_BPS,1h_SMA150_SLOPE_BPS,4h_EMA21_SLOPE_BPS,4h_SMA40_SLOPE_BPS,4h_SMA50_SLOPE_BPS,4h_SMA150_SLOPE_BPS,1d_EMA21_SLOPE_BPS,1d_SMA40_SLOPE_BPS,1d_SMA50_SLOPE_BPS,1d_SMA150_SLOPE_BPS,1h_ma21_dir,1h_ma40_dir,1h_ma50_dir,1h_ma150_dir,4h_ma21_dir,4h_ma40_dir,4h_ma50_dir,4h_ma150_dir,1d_ma21_dir,1d_ma40_dir,1d_ma50_dir,1d_ma150_dir
IQUSDT,-344.61736916035875,-262.2666211293274,-250.92465421636513,31.97735273613076,379.81730917976705,456.9464869894069,420.30238869173644,-292.17232255089823,-1378.7300437664169,-1789.713169430151,-1802.5700438408148,-2293.744602763386,↓,↓,↓,↑,↑,↑,↑,↓,↓,↓,↓,↓
JASMYUSDT,-637.2856488033808,-429.68618613568356,-379.36081971212434,108.99685941252828,-234.87971828182083,-201.4393327952646,-381.407068496785,-836.3880103056077,-631.936536766931,-960.5582883897364,-947.1643353316184,-1541.6263486820555,↓,↓,↓,↑,↓,↓,↓,↓,↓,↓,↓,↓
JOEUSDT,88.04651906870266,301.94886255158406,216.78329930728702,357.6053673079925,165.32797410762473,640.3458302881381,599.0662605482613,232.54364089775456,-335.0541795190071,-1289.9361022364228,-1440.7354062526467,-2097.083158695418,↑,↑,↑,↑,↑,↑,↑,↑,↓,↓,↓,↓
JSTUSDT,-435.3937400771209,-359.06419942333514,-305.4359526372429,-19.4525796750977,-808.7961549987414,-632.625270448687,-571.6765321109084,73.42141064320077,-98.11246941892958,-345.2025960357837,-335.36568138282564,297.88278733600566,↓,↓,↓,→,↓,↓,↓,↑,↓,↓,↓,↑
JTOUSDT,-779.5199999423937,-567.3402624834177,-482.3335558151178,44.210384842559,-435.3036673635777,-223.61116502969782,-211.58048447063402,247.9347794691068,146.91806187433346,-62.845987216858376,-146.56945626070086,-1494.4878006755434,↓,↓,↓,↑,↓,↓,↓,↑,↑,↓,↓,↓
JUVUSDT,-145.53973747559485,-65.76225420813246,-42.27295753489033,61.26636587271192,-556.907989188486,-677.725502920182,-859.0168110035661,-1079.6340837501373,704.2432379948991,949.6450027307491,743.2336435320015,-661.0568069131599,↓,↓,↓,↑,↓,↓,↓,↓,↑,↑,↑,↓
KAIAUSDT,-228.2625299631685,-86.0642171466405,-100.0341456628685,109.51119466757801,538.7250091703617,601.2812536781399,603.1835811247591,83.01461518666015,3515.1185749073206,3054.6948962905567,2983.62068965517,1137.7556797710577,↓,↓,↓,↑,↑,↑,↑,↑,↑,↑,↑,↑
KAITOUSDT,-832.6375029800696,-900.5766751207896,-885.3546148282381,-172.78608121989072,639.4257192327689,1066.1261290783177,1152.7515112783904,-137.9261838614427,-3704.6852517209154,-3474.380552343876,-2736.731802922399,2994.1330822676105,↓,↓,↓,↓,↑,↑,↑,↓,↓,↓,↓,↑
KAVAUSDT,-855.9630794287684,-779.4881583791234,-753.6472076236998,-355.82813211927527,-872.9997500231781,-497.65690711739427,-404.5118007109838,-308.318718434455,-1604.4290009337026,-1474.9291257409573,-1436.566908876939,-834.9910691350501,↓,↓,↓,↓,↓,↓,↓,↓,↓,↓,↓,↓
KDAUSDT,-546.9856737925617,-352.11622544510664,-316.4768751837931,295.84366233506427,640.8548829987441,724.6993575311625,530.6761596688284,-726.5372492453979,-2299.8243832694793,-3115.2975564546305,-3040.215968703084,-1648.2499060901723,↓,↓,↓,↑,↑,↑,↑,↓,↓,↓,↓,↓
KERNELUSDT,-1241.1793253817077,-1183.9497050095597,-1150.3269210752937,-300.37104849555266,-199.78332605092413,321.2046791184649,240.16512623412575,-488.8775265845568,2696.6458766596556,2412.720519962858,2150.719320266487,-4788.021688098553,↓,↓,↓,↓,↓,↑,↑,↓,↑,↑,↑,↓
KMNOUSDT,848.5542427220778,336.01735449416776,449.3846036235767,1221.763001681557,1992.1252096862943,1705.706448520934,1271.680548750611,280.37644688610504,-261.6324941250041,-2762.1887919013734,-4514.497627035744,-4789.3603563092065,↑,↑,↑,↑,↑,↑,↑,↑,↓,↓,↓,↓
KNCUSDT,-631.5494822082921,-431.63398358602194,-379.1146775515239,131.06076869745132,-219.04380909797,-39.115800964250866,-176.55756539121455,-644.2327709287126,1056.1548497475696,844.5110580044472,1008.6203100228997,-457.19384809196225,↓,↓,↓,↑,↓,↓,↓,↓,↑,↑,↑,↓
KSMUSDT,-446.61586321953274,-265.5928718300192,-259.1037292384828,124.40309496855,174.88662799854393,373.22109952016825,254.17565005065268,142.1618404005761,-795.1055398896125,-1218.594576106939,-1162.505975770436,-1699.1154202992984,↓,↓,↓,↑,↑,↑,↑,↑,↓,↓,↓,↓
LAUSDT,-155.2804230082559,-29.518588548964196,-19.726021409018667,269.07877305040347,1370.1470424193853,1194.2474752125722,1025.4588298169544,-367.9811532557972,-9755.05788814874,-9771.948256615668,-9768.211517389716,-4778.771738709218,↓,↓,→,↑,↑,↑,↑,↓,↓,↓,↓,↓
LAYERUSDT,-791.9296346704647,-703.297096106842,-668.035596974472,3.0851602562520055,-133.69704703375984,63.46584767268861,-35.75273657251417,-864.5913126467677,-4065.95418279773,-5542.095168217182,-6232.090439146535,-1807.0816622674872,↓,↓,↓,→,↓,↑,↓,↓,↓,↓,↓,↓
LAZIOUSDT,-381.79147852308756,-308.0302277540997,-296.50613786591185,4.801717320077711,-249.64110705486235,-241.58333979277904,-425.63977775074034,-656.8092772341546,197.35573392944465,-76.33395475386597,-295.7549747970598,-1532.8759361450534,↓,↓,↓,→,↓,↓,↓,↓,↑,↓,↓,↓
LDOUSDT,-865.59799229393,-836.1938205766204,-795.6799339481224,34.086087992025135,-147.47043645362058,-59.571040419339504,-404.6657038431565,-686.4951800769805,4297.201535355084,4368.672026614915,3883.5354972781283,-1551.5644747207402,↓,↓,↓,↑,↓,↓,↓,↓,↑,↑,↑,↓
LINEAUSDT,26.4250073465379,1135.5724600309447,1271.8270823143798,-9597.263712465752,-9612.376488392803,-9780.154551165037,-8402.756917943345,-3221.649094551555,-3096.1494894437187,1177.551132918024,2159.822349827288,-1547.7542029122808,↑,↑,↑,↓,↓,↓,↓,↓,↓,↑,↑,↓
LINKUSDT,-732.8084860979587,-583.6611103845812,-500.0081156973828,208.28570702837447,-32.33180906629471,104.2366476318451,-104.80948993266495,79.6095099554512,6280.182609909985,5698.191864216117,4933.340443686003,661.6908340281893,↓,↓,↓,↑,↓,↑,↓,↑,↑,↑,↑,↑
LISTAUSDT,-308.8217996404716,-225.81751657900807,-222.05136091034922,86.13492911813296,-572.8838196955859,-549.3992661255648,-734.024241813167,-871.889263835049,1132.9339172654295,2483.843615363463,2989.8435198996717,1032.7071992639724,↓,↓,↓,↑,↓,↓,↓,↓,↑,↑,↑,↑
LPTUSDT,-766.3276502401002,-685.0489985016268,-651.2964470209109,-139.3465951646268,-294.63998022482986,-91.30678869151696,72.03586600698124,341.027250886808,-641.7311107069535,771.798443066992,1027.8814864434437,-682.9574957169389,↓,↓,↓,↓,↓,↓,↑,↑,↓,↑,↑,↓
LQTYUSDT,-770.0682577862897,-674.0071467999193,-674.0236106574595,-18.952722154692907,275.3949617656605,256.2996734643589,15.171218032076759,-1113.3990824030914,-734.8579135444601,-7.4545558804969145,635.0609027943622,479.9423355528456,↓,↓,↓,→,↑,↑,→,↓,↓,→,↑,↑
LRCUSDT,-706.0792507658479,-559.6739268882942,-538.571720892162,-203.94359268672542,-144.43224195043481,586.5883070440468,610.4702750665477,647.1414451438359,324.97604426790394,-803.8695737576113,-1030.7782787688673,-2179.8547671903316,↓,↓,↓,↓,↓,↑,↑,↑,↑,↓,↓,↓
LSKUSDT,-668.5138390933278,-597.2012351356677,-582.5550102896956,-49.800085677566024,-375.2606523414892,-212.76595744680847,-260.1549413735345,-703.2339464771894,-1968.3120307941572,-2313.9222895756734,-2309.592909247783,-2907.351330455511,↓,↓,↓,↓,↓,↓,↓,↓,↓,↓,↓,↓
LTCUSDT,-342.3207245121882,-230.68363022401286,-214.30540360537358,78.44311307760479,364.7551177352831,387.40143349074077,231.78719849306316,-410.1735861654392,2671.1140177971356,2429.676822304425,2647.080650441994,131.7366879015133,↓,↓,↓,↑,↑,↑,↑,↓,↑,↑,↑,↑
LUMIAUSDT,-449.48858718742963,-355.62710376115893,-380.2012830321931,111.09988890011063,825.5955186913612,1211.7647058823538,1098.615916955019,-105.96249264149102,742.4538458810506,-276.782310331683,-490.20198974977376,-3685.2529364839215,↓,↓,↓,↑,↑,↑,↑,↓,↑,↓,↓,↓
LUNAUSDT,-599.7553590751671,-485.85456348254354,-462.4775122076576,-7.0631013991060865,69.36939563044862,244.58983392048563,136.02282529360997,-391.70133678897787,-1451.5991455061692,-1761.15316476083,-1705.6160396679963,-2544.745043293974,↓,↓,↓,→,↑,↑,↑,↓,↓,↓,↓,↓
LUNCUSDT,-320.65381908265715,-248.4753854454504,-260.99558668266974,-25.591500092108515,125.33878050816898,208.6192582049836,164.02840820951369,-120.56613664162174,-92.27604786039491,-357.726580916162,-408.3647143658368,-990.7025539055111,↓,↓,↓,↓,↑,↑,↑,↓,↓,↓,↓,↓
MAGICUSDT,-752.8821380615315,-614.2005844051267,-581.6863806592744,54.83419260390772,93.0463173905939,191.34412896666763,-20.63483007169711,-1286.088795877495,4509.119487404371,3712.5766965744774,2686.8269587820305,-983.7731574037049,↓,↓,↓,↑,↑,↑,→,↓,↑,↑,↑,↓
MANAUSDT,-39.85035913348061,260.9909807917284,282.7690102173476,468.6649059230607,1786.9266589846784,1846.1028943951042,1637.395298567956,623.8658378434862,1058.9737088767795,-199.49646325380724,-361.26586640629483,-665.0855483156747,↓,↑,↑,↑,↑,↑,↑,↑,↑,↓,↓,↓
MANTAUSDT,-422.32067118926346,-257.95376516365053,-197.33486651149465,324.494448215359,359.6264466957139,390.0430016352721,119.61335174515568,-632.5769115912597,-1667.4610716222182,-1898.9908516457617,-1744.9223878291755,-3292.8386235072294,↓,↓,↓,↑,↑,↑,↑,↓,↓,↓,↓,↓
MASKUSDT,-506.3984867187099,-483.7583284573706,-467.50371516088796,129.33737458194122,277.5842596304298,458.7044534412963,347.581099573372,-214.47399952072809,-3827.2997545506,-2704.023853552947,-2224.6487945524805,-2608.2105424648366,↓,↓,↓,↑,↑,↑,↑,↓,↓,↓,↓,↓
MAVUSDT,-103.53817301911772,-204.63202478751575,-279.25945618788484,-108.21154005436362,76.82563007107535,430.50678119012156,536.9401665630231,1946.638452878719,1944.437302204779,423.7964008496445,-113.87196479222472,-3026.3227235469494,↓,↓,↓,↓,↑,↑,↑,↑,↑,↑,↓,↓
MBLUSDT,-238.2916467086471,-182.92476754015286,-176.5481848244454,17.153127333886754,-69.01558897382259,-4.203255819237936,-53.183310570635136,-271.79009332800916,-546.6185651522737,-673.9014074159604,-732.7339294164542,-874.4203107396428,↓,↓,↓,→,↓,→,↓,↓,↓,↓,↓,↓
MBOXUSDT,-431.71494227222024,232.27100856547676,335.7239046694424,1160.1020747808723,1368.6606377586036,1286.1981371718864,928.4611771022085,125.71646068421907,1230.9242429679266,66.881243991139,-100.74213371839387,-3527.2142336342527,↓,↑,↑,↑,↑,↑,↑,↑,↑,↑,↓,↓
MDTUSDT,-372.39123587760946,-33.2456419299816,110.20312864814143,466.2841515403389,4.103358657381524,22.779263148749187,-247.87239696024207,-569.5964065928376,63.932007149476036,-836.4261711107006,-765.6099635988345,-2454.2918669039045,↓,↓,↑,↑,→,→,↓,↓,↑,↓,↓,↓
MEMEUSDT,-533.5046314171034,-416.8148452104153,-379.5752705201185,107.2150430329211,-912.4495990887024,-1328.4325737155925,-1772.810663072374,1300.006731740154,3161.679252801058,1787.0354561493373,1105.0557328480884,-3988.338203505384,↓,↓,↓,↑,↓,↓,↓,↑,↑,↑,↑,↓
METISUSDT,-785.1110449941791,-599.9719201909433,-583.450668812231,-6.0872100001736555,-598.3909370404451,-344.6667599458978,-482.127096204766,-822.0794187159385,-1474.2648171241378,-1302.1005897554853,-1129.2706155378696,-1984.553919718132,↓,↓,↓,→,↓,↓,↓,↓,↓,↓,↓,↓
MEUSDT,-631.5017616973392,-469.97944282979944,-409.4384843642996,98.15354713313786,-78.0203808308683,119.24357145469828,36.35729036386299,-400.2780622070252,-2464.6465993065044,-2843.6993803512196,-2670.9263845817627,-3543.5216678108936,↓,↓,↓,↑,↓,↑,↑,↓,↓,↓,↓,↓
MINAUSDT,-791.2230149675275,-688.501136857164,-653.2224958949092,-51.573606900725025,188.67746695773232,523.882254929187,472.1001611941587,-241.96745918237377,-1594.4575743271998,-2229.017796777651,-2234.775947912676,-3191.502983713759,↓,↓,↓,↓,↑,↑,↑,↓,↓,↓,↓,↓
MITOUSDT,2099.395717409682,2319.5543355401246,2361.363742362762,1184.4026401843767,1696.7963919161061,2039.841808186305,1944.9271355791627,1488.399313230882,2809.572327573719,223.67966009584595,-620.6167204720016,-2029.985015296884,↑,↑,↑,↑,↑,↑,↑,↑,↑,↑,↓,↓
MLNUSDT,-582.0967371733677,-502.5292063109731,-486.99100493277984,23.804424822494337,-475.6993702425616,-348.203922502307,-413.11553030303054,-554.7911319996281,-217.21795503922428,-302.5404157043885,-557.0686379969318,-2496.3850129041293,↓,↓,↓,→,↓,↓,↓,↓,↓,↓,↓,↓
MOVEUSDT,-410.5671058716627,-301.9439438671817,-272.51824761199384,177.05476013043946,310.870687107266,418.1744256962781,309.27835051546356,-644.1485549307973,-2067.2135632043714,-2644.6387614678906,-3106.7225725229146,-6145.847965060253,↓,↓,↓,↑,↑,↑,↑,↓,↓,↓,↓,↓
MOVRUSDT,-664.0365967270646,-563.158871949332,-549.7674634455183,-130.07061071684504,-1098.7799866877256,-946.8550802549732,-943.3788665959229,-770.1029858546752,-796.7370497033996,-803.3848915243258,-733.9427799534323,-1088.8015429035465,↓,↓,↓,↓,↓,↓,↓,↓,↓,↓,↓,↓
MTLUSDT,-260.8567955449777,-99.72242212398369,-57.76213004730969,262.11404521583574,60.08456191868892,168.31168831168824,53.36854556958536,-287.38786564572365,-540.8341726920238,-970.4028670291652,-1091.8895178606292,-1294.8026280647412,↓,↓,↓,↑,↑,↑,↑,↓,↓,↓,↓,↓
MUBARAKUSDT,351.56072804008454,360.1673920831782,233.30151202537417,598.9331638157857,1027.7365816628633,529.2625387797312,198.7656274727003,-938.0547712544516,-2798.9633415962826,-2869.558011049723,-2297.067039106162,-9024.50977906035,↑,↑,↑,↑,↑,↑,↑,↓,↓,↓,↓,↓
NEARUSDT,-407.85894935992485,-307.2618158588484,-316.4776672066653,234.2675819648506,1047.6470121235598,1031.7605091410278,855.3889987114751,-253.8361998695811,251.66279380955797,-306.0026827632461,-223.44341726319797,-1672.4712147349223,↓,↓,↓,↑,↑,↑,↑,↓,↑,↓,↓,↓
NEIROUSDT,-1040.7988359615072,-815.6678057974826,-752.0196003974522,49.35479302260549,260.3495956698243,496.48409971344415,282.57278179561143,-702.5816126219728,-1914.687050033841,-1498.1891527336334,-509.5922053005667,982.8298478967142,↓,↓,↓,↑,↑,↑,↑,↓,↓,↓,↓,↑
NEOUSDT,-407.14027451774336,-291.8100177546619,-279.32117941526116,23.453462526810977,-319.2743640091891,-378.2315662408213,-565.9274404208878,186.29174341917323,785.7062627111286,478.9442584203276,356.9433866463589,-2609.840490219924,↓,↓,↓,→,↓,↓,↓,↑,↑,↑,↑,↓
NEWTUSDT,-1074.2451841231607,-895.8140121194667,-825.2634628616947,-360.56232553339095,-575.9557784343106,-389.01006184308494,-431.7795409464449,-1326.7459280272847,-9588.543944473808,-9550.401657462819,-9538.367141130087,-5125.471410303844,↓,↓,↓,↓,↓,↓,↓,↓,↓,↓,↓,↓
NEXOUSDT,-64.7119512957762,-29.58923184033393,-39.151965335806416,92.66610948600072,346.4180309960597,278.1657820170016,184.45385481594136,-310.7586361460021,301.1532523574133,285.5891894043433,516.9250750872633,344.401020285285,↓,↓,↓,↑,↑,↑,↑,↓,↑,↑,↑,↑
NFPUSDT,-323.5503928466621,-315.6448566031247,-355.9228650137726,170.6118887750859,341.5438100239216,431.99300061973577,397.44001870305976,-239.98699672049625,-891.4931714693136,-1616.143225610682,-1651.0501594100654,-3349.269947396883,↓,↓,↓,↑,↑,↑,↑,↓,↓,↓,↓,↓
NILUSDT,-62.94885144579382,-11.514649631294741,-35.62668280902269,200.35739079011523,1331.992574136294,1227.9613714893244,1069.7518209360392,-160.20035694747162,-2968.363199831329,-3302.4197185639528,-3168.690908420726,3236.351011636868,↓,→,↓,↑,↑,↑,↑,↓,↓,↓,↓,↑
NKNUSDT,-881.0075178873543,-628.2586027111576,-609.9608282036929,111.34458855638472,15.592147185250916,192.97603804646192,57.94582065768521,-388.9582989557084,-1316.3931180671402,-2166.0062270025464,-2263.600673023013,-3783.5743444267637,↓,↓,↓,↑,→,↑,↑,↓,↓,↓,↓,↓
NMRUSDT,-484.6410225318078,-485.3445781140176,-553.613944649527,-80.35336161612845,1219.1869949950515,1587.4535512032069,2471.0369758902384,4897.601938237697,8704.072297644314,4838.900467526614,3756.920999324776,-9.016325744017491,↓,↓,↓,↓,↑,↑,↑,↑,↑,↑,↑,→
NOTUSDT,-653.2929792925491,-586.5640870920714,-603.0852720968784,-252.59385275388956,548.9464416493513,699.5116147151998,625.348661686044,-414.93536472760877,-1999.4194719185266,-2475.084352387854,-2240.3757058346223,-2500.017284730209,↓,↓,↓,↓,↑,↑,↑,↓,↓,↓,↓,↓
NTRNUSDT,-515.0450087823629,-403.46178644051133,-392.82579203574966,8.18745897812178,-809.4572358906795,-907.5374099390357,-822.2122537475236,299.4028285634514,-1097.94140064404,-2130.7772269310663,-2445.038621509216,-3621.192263394097,↓,↓,↓,→,↓,↓,↓,↑,↓,↓,↓,↓
NXPCUSDT,-933.0836576823597,-522.3415163548848,-438.2781705562162,187.47558532068075,-506.9278232731875,-340.5544907942354,-506.12287227800124,-1546.4128402983042,-4983.923230433635,-3572.642428125587,-1825.367509732473,13965.3590075861,↓,↓,↓,↑,↓,↓,↓,↓,↓,↓,↓,↑
OGNUSDT,-808.3909731419672,-679.3386570689452,-668.3116179700903,-95.43390204983392,-389.6689430815206,-372.415851929248,-491.1319309410176,-189.43471393648116,768.4984473886458,454.03721747463965,280.07597463220014,-1309.1354386904839,↓,↓,↓,↓,↓,↓,↓,↓,↑,↑,↑,↓
OGUSDT,-1231.351218726391,-1113.1714370773607,-1576.386313783192,-1512.5051991239156,2061.5693609596333,2986.177001714006,3866.6554911268754,1722.236028868771,23337.911332165495,20739.79090617664,18089.863659259136,7588.8199152206,↓,↓,↓,↓,↑,↑,↑,↑,↑,↑,↑,↑
OMNIUSDT,-75.00503614226207,170.8063483026108,128.4833257195064,258.18358426420724,789.2146288107299,512.9734566060235,323.8440404512793,-1411.088699425395,4741.360737287245,4393.759873617693,5043.616177636796,-2861.3898179115577,↓,↑,↑,↑,↑,↑,↑,↓,↑,↑,↑,↓
OMUSDT,-525.721359741694,-440.0342172797257,-440.6126754104365,-34.36117898122663,-339.66530347999037,-400.09843070143035,-500.9104248059815,-1318.1097044604294,-4038.160319771079,-3862.552948518765,-4179.997533604638,-9243.217694170313,↓,↓,↓,↓,↓,↓,↓,↓,↓,↓,↓,↓
ONDOUSDT,-753.8979717730696,-666.6909840326117,-551.8053129018391,525.8787968631283,1307.414829207659,1457.7917486974782,1211.7933285004738,-95.44160226869204,1435.2398462633805,630.9893060506446,500.74151807396186,8158.498017983817,↓,↓,↓,↑,↑,↑,↑,↓,↑,↑,↑,↑
ONEUSDT,-674.398247984609,-552.2001725625531,-529.7216500483077,129.72662517246022,27.14842702549537,252.045050385298,138.3777694329693,-365.8477167253355,-1579.4782390668172,-2049.3890960096905,-2042.4647364514158,-1867.5227364521384,↓,↓,↓,↑,↑,↑,↑,↓,↓,↓,↓,↓
ONGUSDT,-416.8305326595025,-346.9150174621649,-333.70307665363146,-54.74939210918481,-151.0139386052205,-289.0763063749088,-460.63245298345004,-319.18594538180616,-1054.2895516587555,-1481.6963293920144,-1521.8521097067144,-1925.1715625343284,↓,↓,↓,↓,↓,↓,↓,↓,↓,↓,↓,↓
ONTUSDT,-527.1755053507935,-398.7896384657082,-367.67705183205453,77.67231454898956,-930.7650125131204,-1282.15072445782,-1306.1472312057788,-7.369062673424845,94.95357753201502,-281.9066279305443,-483.81697175837434,-1498.3508905191202,↓,↓,↓,↑,↓,↓,↓,→,↑,↓,↓,↓
OPENUSDT,-786.0754815023564,-618.6486151814086,-595.1753156918091,245.137489865497,53825.856327216956,57124.026472631536,59515.01558358335,21791.481427049275,38832.64733625104,15175.801810653342,11820.964569655695,2479.571012253194,↓,↓,↓,↑,↑,↑,↑,↑,↑,↑,↑,↑
OPUSDT,-508.38109200599655,-387.04618521132335,-404.36690030759917,185.89613361740248,944.7671358175153,1086.7598698797033,839.5321461667519,-57.9137566741451,1221.528998173053,475.75438596491085,130.36271720213506,-2743.9573517437216,↓,↓,↓,↑,↑,↑,↑,↓,↑,↑,↑,↓
ORCAUSDT,-1036.6182569343052,-852.0475561426681,-745.7364470253003,135.98537494016912,-32.81359949020298,292.80047534688197,172.99979904063974,-507.48180139822995,-1113.6121336696913,-1283.5951459201895,-1450.9783735688404,-296.4317020503279,↓,↓,↓,↑,↓,↑,↑,↓,↓,↓,↓,↓
ORDIUSDT,-569.5339601826696,-391.12466913120903,-340.5805956604562,318.87833196965374,1138.3488759942513,1330.9912559892446,1037.5252543473564,-151.8746456043485,430.24892986530466,-33.270483144112625,258.8279447639438,-2012.7368959209439,↓,↓,↓,↑,↑,↑,↑,↓,↑,↓,↑,↓
OSMOUSDT,-820.0525589124823,-702.5713707228178,-674.0595529469077,-104.05708812861994,-214.91886134167112,59.1547608350557,32.04631824733938,-397.26956181983263,-2213.336303918624,-2538.799510361109,-2596.7061432767027,-3294.6295241377206,↓,↓,↓,↓,↓,↑,↑,↓,↓,↓,↓,↓
OXTUSDT,-496.18736794114636,-316.92698873955624,-297.26472629003473,18.517604068932826,-203.47594829931538,-73.44165978151189,-143.5144609991227,-245.57684664394444,-927.5351964556011,-1465.0899582406437,-1715.7965112745392,-2548.289171621019,↓,↓,↓,→,↓,↓,↓,↓,↓,↓,↓,↓
PARTIUSDT,-484.7012390307852,-348.15641849572444,-369.9333551840927,-335.0063450871921,-337.82100082565586,-34.327308821706204,84.47130312844266,-30.243613026459165,-2627.840894596086,-3122.205315385119,-2655.6637964681427,4403.719369763437,↓,↓,↓,↓,↓,↓,↑,↓,↓,↓,↓,↑
PAXGUSDT,146.46102573542348,145.91289063259265,146.47165324316146,63.640702221017584,665.566832490041,713.8942197003597,740.151178385065,528.2904793842374,775.5024718230734,497.49726617487795,410.34408301225636,976.1745426049631,↑,↑,↑,↑,↑,↑,↑,↑,↑,↑,↑,↑
PENDLEUSDT,-531.558559109487,-560.7561357303714,-516.7055316304463,275.48194472790243,388.37550902581785,202.9446876243528,-263.1404881503121,-734.5177931800944,1990.5795467981698,2791.488673742857,2743.425107869324,2696.682907985992,↓,↓,↓,↑,↑,↑,↓,↓,↑,↑,↑,↑
PENGUUSDT,-874.2314282275664,-825.5369871177896,-713.2585210134152,252.28187527837497,1384.5898290669106,1533.2293151750182,1185.478841640293,-469.20943436254953,19978.28998828478,17142.66524762603,18949.959766908752,9463.28975581941,↓,↓,↓,↑,↑,↑,↑,↓,↑,↑,↑,↑
PEOPLEUSDT,-782.7816251467488,-481.0076710931905,-374.6565804824805,448.67210851175196,932.1795663010296,1124.3962308971434,798.2119390320879,15.301490365164486,-665.8299583668703,-907.6795694473205,-382.95986210293023,-261.87392902457873,↓,↓,↓,↑,↑,↑,↑,→,↓,↓,↓,↓
PEPEUSDT,-812.2616037096924,-357.8542026291333,-251.19853482484507,566.855240005297,1135.356984089542,1175.1117360518244,845.6404991312585,-527.4450424824973,-1228.676568218377,-1171.954222801681,-647.0423423107912,866.5468375534008,↓,↓,↓,↑,↑,↑,↑,↓,↓,↓,↓,↑
PERPUSDT,-787.5811292009721,-635.2447906312691,-613.551316984558,205.20264836348906,-260.3632339654838,-22.736974961484876,-222.3653113041178,-413.99229010001994,217.99708976225517,-521.2967179235688,-590.229242381883,-2977.2325279474435,↓,↓,↓,↑,↓,→,↓,↓,↑,↓,↓,↓
PHAUSDT,-640.9107925831947,-555.7677187464895,-537.1139606284987,-77.84889596667917,-340.49966336430293,-259.14806203300407,-441.1322157511818,-359.09913652413843,-1682.6338105955972,-1476.2309983367495,-1335.695135963232,-2242.125894525729,↓,↓,↓,↓,↓,↓,↓,↓,↓,↓,↓,↓
PHBUSDT,-563.8736543332398,-527.7232273429978,-540.1508801341162,-12.235003544718925,286.0350486806769,393.4089488255776,315.6552237219674,-248.8578153121962,441.1331950614561,-371.19838022525016,-343.79365566118236,-2468.692466140469,↓,↓,↓,→,↑,↑,↑,↓,↑,↓,↓,↓
PIVXUSDT,-629.183837363792,-526.4440229024923,-551.1855029131102,17.533828854584574,118.19219255214892,234.90729747008828,108.04494900682107,-433.49190715997895,-301.5567159816664,-1024.2234436916772,-909.9290964340422,-1637.7925810127128,↓,↓,↓,→,↑,↑,↑,↓,↓,↓,↓,↓
PIXELUSDT,-785.6772431961099,-752.826218751115,-776.4212786368508,369.7797187498723,457.2487311257218,596.565819193585,359.5925234336006,-682.0662485867297,-3024.41384655643,-3124.0717109804805,-2895.0299048462616,-3172.8886938715805,↓,↓,↓,↑,↑,↑,↑,↓,↓,↓,↓,↓
PLUMEUSDT,-511.1639990558124,-124.87968858420177,55.36215386244463,1468.5735500756653,4932.563643106855,4887.346110905473,4282.77512300784,5791.986654950551,19811.657366422907,12147.755716698653,7891.489629164049,1774.1619227832339,↓,↓,↑,↑,↑,↑,↑,↑,↑,↑,↑,↑
PNUTUSDT,-809.5627281579561,-458.841133271642,-347.3122928375842,477.157876025293,1487.4497036635591,1585.312870612824,1308.8670270470755,-220.8707066287499,-1721.4363192316303,-2199.772460929146,-1461.3930058222531,490.162431007613,↓,↓,↓,↑,↑,↑,↑,↓,↓,↓,↓,↑
POLUSDT,-892.9497454053399,-674.4397886682445,-641.2956057614974,-200.6165693884283,-79.96047332718442,736.0721442885758,763.5940447048444,839.4162569078803,2012.995892423368,1120.1979171168073,730.2953965076956,-1434.4336746755596,↓,↓,↓,↓,↓,↑,↑,↑,↑,↑,↑,↓
POLYXUSDT,-409.0555008028562,-235.67393058918356,-208.84894272936472,266.82783560768013,271.1720846569911,398.2216818026366,302.05305232558095,-339.5099324195931,-942.2897595165226,-1354.4640852074053,-1351.8075678717119,-1440.5379473439052,↓,↓,↓,↑,↑,↑,↑,↓,↓,↓,↓,↓
PONDUSDT,-462.0449125095361,-361.6261660716343,-338.3676018225137,58.37491761604204,-465.58625415700277,-461.05327788786263,-533.6972682688705,-270.14378986300363,-1035.1843472512949,-1154.6791001044592,-1283.9415161567742,-2492.0300853697768,↓,↓,↓,↑,↓,↓,↓,↓,↓,↓,↓,↓
PORTALUSDT,-1040.4065765159867,-579.6670630202123,-420.3548765207548,784.2566022344903,1159.087927339471,1470.6225908188303,1170.7701581119284,-333.8856910285487,-1184.5303364632964,-2723.371831889637,-3308.008213552361,-5380.475381004759,↓,↓,↓,↑,↑,↑,↑,↓,↓,↓,↓,↓
PORTOUSDT,-608.3063191137519,-500.17728400898187,-478.0793319415437,-41.70222048284724,71.04270865332121,187.33229943628064,-36.73642098784366,-494.4107393208534,798.2566140535245,378.9628901449996,61.38965653375558,-1302.6847926716375,↓,↓,↓,↓,↑,↑,↓,↓,↑,↑,↑,↓
